id,segment,discount,age,tenure_months,income_index,web_visits_30d,leak_after_offer,purchase,unit_margin_if_buy,discount_bucket
3323,B,22.34989598372046,64,50,1.133,6,0,1,31.286,22
3324,A,11.666523252381673,68,84,1.105,2,1,0,35.591,12
3325,B,10.530607106054692,29,2,1.291,4,0,0,36.048,11
3326,A,21.168053210054588,62,57,1.157,5,0,0,31.762,21
3327,C,12.066450952584788,60,88,0.718,7,0,0,35.429,12
3328,A,14.231133070310662,31,112,1.864,6,1,1,34.557,14
3329,A,6.0675109988139795,40,67,0.746,5,0,0,37.847,6
3330,B,24.721369338909952,61,92,0.474,5,0,1,30.331,25
3331,A,21.995994339693972,54,110,1.256,3,1,1,31.429,22
3332,B,10.191973942969755,18,73,1.124,2,0,0,36.185,10
3333,B,20.730431480396696,54,49,1.177,5,1,1,31.939,21
3334,B,18.770361490340328,32,72,1.307,3,1,1,32.728,19
3335,B,15.725832599756819,20,10,0.521,2,1,1,33.955,16
3336,B,4.575666821293979,35,12,0.542,4,0,0,38.448,5
3337,B,18.837406464973643,56,78,0.704,3,1,0,32.701,19
3338,B,3.9516595691136267,31,101,1.279,5,0,0,38.699,4
3339,B,15.490550100447837,49,60,1.726,5,0,1,34.05,15
3340,B,11.62502337168772,61,37,1.258,0,0,0,35.607,12
3341,A,19.481794141963128,63,16,1.103,5,0,1,32.442,19
3342,A,15.572379713284347,43,71,0.502,3,0,1,34.017,16
3343,B,17.062259804206153,57,101,1.162,3,0,1,33.417,17
3344,A,13.383204467755721,37,51,1.078,6,0,0,34.899,13
3345,A,6.776164256478557,64,47,1.006,6,1,0,37.561,7
3346,C,15.45289052366578,61,112,1.358,4,0,0,34.065,15
3347,C,10.87034225461573,39,49,1.372,4,0,0,35.911,11
3348,B,7.4017348168057335,42,71,0.699,4,0,1,37.309,7
3349,A,11.169687354049834,29,91,1.269,4,0,0,35.791,11
3350,B,14.335235454486401,61,84,1.62,2,1,0,34.515,14
3351,B,27.1710981455271,37,15,1.294,2,0,1,29.344,27
3352,A,17.999433287765463,34,47,0.638,2,1,1,33.039,18
3353,C,8.222959903068498,32,118,0.781,4,0,0,36.978,8
3354,C,4.446234119089188,68,96,1.417,1,0,0,38.5,4
3355,A,12.829416470125883,42,49,0.999,3,0,0,35.122,13
3356,B,29.850319333945883,53,23,0.706,7,1,1,28.264,30
3357,A,14.330938955856153,27,78,1.185,2,0,0,34.517,14
3358,B,13.24240904081808,56,88,0.788,3,0,1,34.956,13
3359,B,24.581975220787825,35,67,0.923,1,1,1,30.387,25
3360,B,6.930573303102005,68,1,2.111,5,0,0,37.499,7
3361,A,27.81519170024904,38,17,1.091,5,1,1,29.084,28
3362,C,10.487230438641424,29,107,0.968,5,0,0,36.066,10
3363,B,17.063171809780147,37,106,0.976,3,0,0,33.416,17
3364,A,14.995872142126453,56,66,1.094,5,0,0,34.249,15
3365,A,10.693141349638239,41,33,1.548,5,0,0,35.983,11
3366,B,12.768716326990436,51,79,1.339,2,0,0,35.147,13
3367,A,14.251293328516375,32,17,1.245,4,0,0,34.549,14
3368,B,19.6729953418698,51,23,1.069,2,0,1,32.365,20
3369,A,15.332110171637645,66,7,0.625,4,0,0,34.114,15
3370,C,11.085176613450518,56,99,0.91,2,0,0,35.825,11
3371,B,17.323245338789164,52,1,1.236,5,0,0,33.311,17
3372,A,7.7960242948721366,21,89,0.811,3,0,0,37.15,8
3373,A,2.707099891933682,62,12,1.047,1,0,0,39.2,3
3374,A,24.217270317711776,64,34,0.671,5,1,1,30.534,24
3375,A,14.705174805445647,55,103,0.984,2,0,0,34.366,15
3376,B,10.547254857352117,32,20,1.105,2,0,0,36.042,11
3377,A,20.315884531977506,35,61,1.54,2,0,1,32.106,20
3378,B,7.031726801355022,25,13,1.209,3,0,0,37.458,7
3379,B,23.691802534474014,63,4,1.196,5,1,1,30.745,24
3380,B,12.1431816801709,44,24,1.159,5,1,0,35.399,12
3381,A,17.931420452430324,52,48,1.062,1,0,1,33.066,18
3382,C,9.705967812851394,18,2,1.036,5,0,0,36.381,10
3383,A,18.44483712891899,52,24,1.477,1,0,1,32.86,18
3384,A,20.68066460969868,49,19,1.288,2,0,1,31.959,21
3385,B,14.107388860699954,66,111,0.903,5,1,0,34.607,14
3386,A,14.858894316999388,23,85,0.798,5,0,0,34.304,15
3387,B,19.87754303180684,34,92,1.37,1,1,1,32.282,20
3388,B,17.12070894182378,24,8,0.894,6,1,0,33.393,17
3389,C,10.04297216987448,53,105,0.592,7,0,0,36.245,10
3390,A,17.48679461705021,45,17,0.873,4,1,1,33.246,17
3391,A,8.69350694540128,61,65,0.704,6,0,0,36.788,9
3392,B,2.7772185938355687,54,59,0.535,5,0,0,39.172,3
3393,A,19.829304558384173,31,33,0.784,1,1,0,32.302,20
3394,A,25.315762072544736,52,37,1.268,2,0,1,30.091,25
3395,A,11.55585798497081,25,117,0.687,3,0,1,35.635,12
3396,B,9.906729701680714,50,16,2.151,4,0,0,36.3,10
3397,B,23.02596916976383,20,90,1.032,6,1,1,31.014,23
3398,C,14.077363015687546,54,70,1.058,3,1,0,34.619,14
3399,B,12.620567604282297,68,79,1.648,0,1,0,35.206,13
3400,B,15.218438672353875,26,32,0.484,2,1,1,34.16,15
3401,B,20.316687418818844,62,53,0.528,4,0,1,32.105,20
3402,B,17.89520055966014,26,1,0.532,3,1,1,33.081,18
3403,A,10.757351874596583,18,61,0.682,5,0,0,35.957,11
3404,B,11.804986923198213,64,30,1.635,4,0,0,35.535,12
3405,A,10.434965548758145,28,99,0.896,2,0,0,36.087,10
3406,B,15.115881461381411,28,81,1.121,6,0,0,34.201,15
3407,B,13.177856986214683,32,70,0.2,6,1,0,34.982,13
3408,B,11.263357400455398,51,69,1.076,2,0,0,35.753,11
3409,B,10.186581213564285,38,97,0.96,4,0,0,36.187,10
3410,A,15.634745335043352,34,7,1.053,3,0,0,33.992,16
3411,B,7.492251541540177,35,17,1.308,4,0,0,37.272,7
3412,A,14.088442288615262,68,38,0.664,2,0,0,34.615,14
3413,A,14.56518236078455,41,69,0.9,4,1,0,34.423,15
3414,B,15.994170204895994,20,17,1.132,10,1,0,33.847,16
3415,B,18.45968733576455,68,63,1.451,5,0,1,32.854,18
3416,A,16.41277195798415,48,103,0.825,3,0,0,33.678,16
3417,A,20.94330161120364,48,107,1.218,1,0,0,31.853,21
3418,B,21.152370091666647,62,104,1.06,4,1,1,31.769,21
3419,A,17.493248151380765,49,78,1.087,5,0,0,33.243,17
3420,A,10.219550051639867,60,14,0.581,2,0,0,36.174,10
3421,C,6.495145994186746,23,96,1.364,4,0,0,37.674,6
3422,B,10.300645272349186,59,27,1.454,5,0,1,36.141,10
3423,A,22.145209571217734,55,68,0.922,1,1,0,31.369,22
3424,A,14.12329711415182,41,18,1.899,4,0,0,34.601,14
3425,A,17.029770111679575,61,48,0.829,4,0,1,33.43,17
3426,B,26.87882831606809,43,20,0.943,4,0,1,29.461,27
3427,C,15.245213380461166,49,59,1.422,3,0,0,34.149,15
3428,A,20.436694238906483,18,27,0.259,4,0,1,32.057,20
3429,A,11.69941052050271,27,41,0.691,6,0,0,35.577,12
3430,A,7.361049691072727,65,114,0.878,4,0,0,37.325,7
3431,B,17.889992465293062,56,109,1.103,2,1,0,33.083,18
3432,A,21.13632082867665,58,73,0.752,5,0,1,31.775,21
3433,B,15.729929080083238,33,46,1.233,3,0,1,33.953,16
3434,A,8.131705326591433,19,79,1.376,5,0,0,37.015,8
3435,C,9.39955568560008,38,73,0.473,3,0,0,36.504,9
3436,B,14.381261179449675,49,91,1.351,1,1,0,34.497,14
3437,C,14.26641292275211,21,59,1.009,6,1,0,34.543,14
3438,A,16.206273825868347,18,34,1.56,2,0,0,33.762,16
3439,B,13.459503990979242,32,58,1.389,4,0,0,34.868,13
3440,A,10.546261474898706,30,46,1.153,4,0,0,36.042,11
3441,B,23.80301916111127,37,13,1.024,5,1,1,30.701,24
3442,B,12.321333084962772,40,76,0.652,6,0,1,35.327,12
3443,A,14.367650304156351,21,40,1.0,5,0,0,34.502,14
3444,C,10.702179537322845,37,118,0.712,6,0,0,35.979,11
3445,A,12.293629890112324,24,34,0.432,4,0,0,35.338,12
3446,B,5.12360742239924,24,9,0.799,7,0,0,38.227,5
3447,C,11.26626533428433,31,54,1.239,7,0,0,35.752,11
3448,A,20.230740073842313,45,119,0.29,5,0,1,32.14,20
3449,A,14.175317302718511,37,92,1.382,3,0,0,34.58,14
3450,B,15.330927146910598,68,114,0.44,1,0,1,34.114,15
3451,C,7.503742227645196,58,17,0.99,2,0,0,37.268,8
3452,B,3.3868765985972047,51,83,0.879,1,0,0,38.927,3
3453,B,5.634031999916259,47,61,1.201,4,0,0,38.021,6
3454,C,11.12790878273129,25,9,0.677,4,0,0,35.808,11
3455,B,13.425548641108815,51,60,1.867,5,0,0,34.882,13
3456,C,8.150961403646589,20,37,0.684,3,0,0,37.007,8
3457,C,9.763941771287632,55,114,0.713,5,0,0,36.357,10
3458,A,11.602937585130068,52,2,0.785,7,0,1,35.616,12
3459,B,10.162956396220068,63,51,0.454,4,0,0,36.196,10
3460,B,24.675257604809502,48,65,0.757,3,0,1,30.349,25
3461,B,13.55366180027009,22,14,0.854,2,1,0,34.83,14
3462,B,18.857084024874652,60,69,1.639,2,0,1,32.693,19
3463,A,19.18145058097718,56,108,0.992,7,0,1,32.563,19
3464,B,17.028571448651157,58,93,1.075,2,1,0,33.43,17
3465,A,20.429553436656107,53,92,1.065,2,0,0,32.06,20
3466,B,0.0,54,67,0.858,6,0,0,40.291,0
3467,C,15.837550831192287,31,55,0.979,3,1,0,33.91,16
3468,A,30.0,35,94,1.04,4,1,1,28.204,30
3469,A,15.337858739695239,62,23,0.634,5,1,0,34.111,15
3470,A,11.272188216012903,27,20,0.774,5,0,0,35.75,11
3471,B,15.592827449324929,30,91,0.368,3,0,1,34.009,16
3472,A,23.670107588408875,43,4,1.081,3,1,1,30.754,24
3473,A,10.715158943782093,21,78,1.024,8,1,0,35.974,11
3474,A,17.224128204765467,50,68,0.798,3,0,0,33.351,17
3475,A,15.816494248883513,48,113,0.786,1,0,1,33.919,16
3476,B,4.001751978451356,41,19,1.598,5,1,0,38.679,4
3477,A,20.89284413363069,51,66,0.388,4,1,1,31.873,21
3478,A,16.479942076234206,56,110,0.727,6,1,0,33.651,16
3479,C,6.02922903840478,41,84,0.999,5,1,0,37.862,6
3480,A,18.613615269877624,19,66,1.16,4,0,1,32.792,19
3481,B,1.9146683543264942,36,90,0.433,6,0,0,39.52,2
3482,A,10.546336060725423,47,63,0.503,5,0,0,36.042,11
3483,B,12.731765658794819,28,67,0.692,6,0,0,35.161,13
3484,C,10.509735524651763,32,41,0.842,5,0,0,36.057,11
3485,B,12.220542682490898,53,106,1.043,8,0,0,35.367,12
3486,B,24.783126615684907,19,69,1.295,4,1,0,30.306,25
3487,B,13.734607468238163,25,78,0.936,2,0,0,34.757,14
3488,A,16.091009118052217,39,88,1.476,3,0,0,33.808,16
3489,B,15.931313724837228,40,21,1.427,9,1,0,33.872,16
3490,B,21.21210735983527,67,69,0.225,1,1,1,31.745,21
3491,B,20.476221465791056,38,103,1.063,7,1,1,32.041,20
3492,A,23.22454351822609,45,84,1.442,7,0,0,30.934,23
3493,B,15.238706760114074,66,46,0.806,4,1,1,34.151,15
3494,A,15.197891448055879,42,23,0.683,3,1,0,34.168,15
3495,A,19.097492973704902,43,11,0.757,6,0,1,32.597,19
3496,B,24.655922930399562,23,68,1.2,4,1,1,30.357,25
3497,A,22.750344026192003,69,110,1.03,4,1,1,31.125,23
3498,A,4.555321610274298,40,59,1.309,5,0,0,38.456,5
3499,A,18.431542085561414,51,67,1.234,3,0,0,32.865,18
3500,C,6.200287954935408,53,35,0.805,5,0,0,37.793,6
3501,C,16.099313441668095,62,40,0.81,5,0,0,33.805,16
3502,B,3.157029978676574,61,75,0.695,4,1,0,39.019,3
3503,A,17.73166322293285,62,35,1.011,6,0,0,33.147,18
3504,C,12.194248080537864,49,75,0.985,4,0,0,35.378,12
3505,A,19.343351399142538,54,104,1.275,7,0,1,32.498,19
3506,C,9.190313567758508,48,73,1.277,5,0,0,36.588,9
3507,A,18.719998388383296,31,48,0.631,4,1,1,32.749,19
3508,B,8.713573545193547,24,80,1.151,2,0,0,36.78,9
3509,A,8.677011423915609,30,102,1.074,4,0,0,36.795,9
3510,B,12.822902736960275,53,7,0.657,3,0,0,35.125,13
3511,B,19.02891028146658,23,26,1.337,3,0,1,32.624,19
3512,B,18.318634938976984,62,79,0.741,5,1,1,32.91,18
3513,A,4.824270840161226,49,27,0.618,5,0,0,38.347,5
3514,B,21.88882946581073,61,109,0.795,4,1,1,31.472,22
3515,C,5.1274452467956255,35,102,0.958,2,0,0,38.225,5
3516,A,22.70192696558125,65,100,0.764,3,1,1,31.144,23
3517,B,10.495698100629227,25,20,0.876,3,0,0,36.062,10
3518,B,16.7350653281285,38,86,1.063,4,0,0,33.548,17
3519,B,10.268380773091787,30,94,0.673,5,0,0,36.154,10
3520,B,14.433857282695584,61,73,1.301,1,1,0,34.476,14
3521,B,12.540494303908337,29,69,1.341,6,0,0,35.238,13
3522,B,26.424898822960316,41,111,0.847,4,0,1,29.644,26
3523,C,6.682396864543387,29,107,0.708,5,0,0,37.599,7
3524,B,12.240825300703259,40,48,1.139,4,0,0,35.359,12
3525,C,10.971198061777335,56,24,0.977,4,0,0,35.871,11
3526,A,9.797192327583883,32,27,1.08,5,0,1,36.344,10
3527,C,11.798793466368213,26,25,0.656,4,0,0,35.537,12
3528,B,4.973661437344665,47,62,1.216,3,0,0,38.287,5
3529,C,13.2164503152977,46,6,1.482,4,0,0,34.966,13
3530,B,14.434526010450668,23,72,0.747,3,0,1,34.475,14
3531,A,9.113824569085358,63,96,0.451,4,1,0,36.619,9
3532,A,18.45584748221468,50,28,0.956,2,1,1,32.855,18
3533,B,10.190708814377004,67,45,0.967,5,0,0,36.185,10
3534,A,12.210345187344918,25,93,0.789,4,0,0,35.372,12
3535,B,16.868787907394935,38,12,0.513,4,0,1,33.495,17
3536,B,16.38798812875802,34,98,0.815,2,0,0,33.688,16
3537,B,16.90310239855174,48,114,0.943,3,1,1,33.481,17
3538,C,13.71565975042596,66,6,0.732,1,0,1,34.765,14
3539,B,14.15165507986665,60,108,0.699,1,0,0,34.589,14
3540,B,7.576746907574307,51,113,0.798,5,0,0,37.238,8
3541,B,18.114745851948573,27,19,1.393,8,0,1,32.993,18
3542,A,20.26547941087339,49,38,0.68,5,0,0,32.126,20
3543,B,16.008504556951028,28,112,1.412,4,0,0,33.841,16
3544,B,9.629840385302236,38,62,0.721,6,0,0,36.411,10
3545,B,19.938813230217562,36,57,1.602,3,1,1,32.258,20
3546,B,13.190554216244939,23,21,0.623,2,0,0,34.977,13
3547,B,15.686477398404708,32,63,0.593,2,0,1,33.971,16
3548,A,7.055939349909732,59,2,0.529,2,0,0,37.448,7
3549,C,5.869547868965653,48,62,1.085,4,0,0,37.926,6
3550,C,12.501977298683348,36,48,0.926,2,0,0,35.254,13
3551,A,20.379079271677668,68,42,0.844,4,0,1,32.08,20
3552,A,17.418441313077807,58,25,0.771,4,1,1,33.273,17
3553,A,14.380905799010693,41,63,1.261,3,0,0,34.497,14
3554,B,13.991840770603307,27,13,1.015,4,0,0,34.654,14
3555,A,15.207181632583906,24,68,0.893,5,0,0,34.164,15
3556,B,1.8144870921478446,56,56,1.035,3,0,0,39.56,2
3557,C,10.424761997046513,35,51,1.402,2,0,0,36.091,10
3558,B,10.71865954425267,43,71,1.064,3,0,0,35.973,11
3559,A,14.587288875594115,34,43,1.741,2,0,0,34.414,15
3560,A,17.792729388425933,29,21,1.224,4,0,0,33.122,18
3561,A,13.71987431161888,47,88,0.919,6,1,0,34.763,14
3562,B,12.853981594653916,46,62,0.637,3,0,0,35.112,13
3563,A,13.942849781694864,18,15,1.378,4,0,0,34.673,14
3564,B,4.8054153587992765,22,21,0.64,8,0,0,38.355,5
3565,A,13.25227253573079,48,81,1.065,5,0,0,34.952,13
3566,C,6.313943981129568,43,42,1.139,5,0,0,37.747,6
3567,A,23.361075211111654,54,14,1.124,2,0,1,30.879,23
3568,B,15.85238466368692,31,110,1.082,2,1,1,33.904,16
3569,B,17.967325692688288,48,105,0.934,3,0,0,33.052,18
3570,A,15.062357516209234,27,91,0.797,6,0,0,34.222,15
3571,A,12.78434876672555,59,112,0.676,5,0,0,35.14,13
3572,A,15.598824590125682,20,68,1.03,6,1,0,34.006,16
3573,C,14.094970439432265,41,31,0.534,3,0,0,34.612,14
3574,A,6.9166109682362755,64,63,1.201,2,0,0,37.504,7
3575,A,7.309982795181664,62,49,0.596,3,0,0,37.346,7
3576,B,3.4638432106308414,29,80,0.869,8,0,0,38.896,3
3577,A,21.349856456172216,66,77,0.519,2,0,1,31.689,21
3578,B,14.871898346102864,61,57,0.87,3,0,1,34.299,15
3579,A,16.63804920807531,41,51,0.935,6,0,1,33.588,17
3580,B,18.850599783025736,57,112,0.982,2,1,1,32.696,19
3581,B,8.621820092446976,35,84,0.582,1,0,0,36.817,9
3582,A,12.639105760527944,54,44,1.45,4,0,0,35.199,13
3583,A,13.96349166760929,43,3,0.775,1,0,0,34.665,14
3584,A,7.8090259342454065,68,101,1.295,5,1,0,37.145,8
3585,B,7.27730536830295,45,95,1.465,3,0,0,37.359,7
3586,A,19.706560422213947,51,118,0.827,2,1,1,32.351,20
3587,A,12.716791123619524,47,99,0.975,3,0,0,35.167,13
3588,A,12.730762738565465,56,45,1.286,1,0,1,35.162,13
3589,C,13.822469342871946,20,54,0.761,8,0,0,34.722,14
3590,B,8.258874684344871,37,83,0.945,2,0,0,36.964,8
3591,B,12.9693864845083,39,78,1.039,8,1,0,35.066,13
3592,B,9.443391876631466,48,94,1.484,4,1,0,36.486,9
3593,A,14.47671869812304,20,14,1.35,4,0,0,34.458,14
3594,A,12.70404397516049,67,102,0.518,4,0,0,35.173,13
3595,A,4.327327552442799,26,79,0.897,10,0,0,38.548,4
3596,A,21.168495671804475,54,77,1.243,2,0,1,31.762,21
3597,A,14.413511772897836,44,94,0.652,4,0,0,34.484,14
3598,B,11.79239846006018,41,105,0.987,4,0,0,35.54,12
3599,B,10.149062082776378,34,73,1.702,3,0,0,36.202,10
3600,C,9.586406602853879,43,24,0.867,3,0,0,36.429,10
3601,B,13.268836678659875,27,23,0.762,4,1,0,34.945,13
3602,C,11.97903184873106,57,96,0.752,3,0,0,35.465,12
3603,B,12.323954207622894,63,92,0.824,2,0,0,35.326,12
3604,A,16.419526798375895,44,50,1.093,2,0,1,33.676,16
3605,A,16.03167365794625,68,7,1.173,6,0,0,33.832,16
3606,B,13.128611114369889,50,107,0.664,7,0,0,35.002,13
3607,A,17.602386749738606,65,17,1.192,3,0,0,33.199,18
3608,A,16.230179455054234,39,18,1.323,6,1,0,33.752,16
3609,A,15.328404886671189,56,60,0.754,5,0,0,34.115,15
3610,A,16.49734662341768,48,98,1.411,2,1,0,33.644,16
3611,B,7.944623522216632,56,52,0.635,1,0,0,37.09,8
3612,A,13.446875376657548,66,49,1.021,6,0,0,34.873,13
3613,A,10.271340978634825,58,64,1.115,4,0,0,36.153,10
3614,B,10.365419382679327,21,76,1.283,5,0,1,36.115,10
3615,B,2.6385477238183697,59,48,0.548,3,0,0,39.228,3
3616,A,21.71123285918041,57,67,1.069,5,0,0,31.543,22
3617,B,16.612404839202238,69,87,0.624,2,0,1,33.598,17
3618,B,21.077894604248097,27,6,1.215,4,0,0,31.799,21
3619,B,18.791025961429803,50,82,1.329,7,1,1,32.72,19
3620,B,23.29569412777756,49,88,1.135,3,1,0,30.905,23
3621,A,12.25061055682809,51,103,0.943,6,0,0,35.355,12
3622,A,22.5371129935901,67,8,0.518,2,0,0,31.211,23
3623,B,4.48358723376295,51,2,1.093,4,0,0,38.485,4
3624,B,18.04609858541885,20,47,1.453,3,1,0,33.02,18
3625,B,10.388310097456358,36,80,0.726,6,0,0,36.106,10
3626,C,11.016231417299334,58,21,1.276,5,0,0,35.853,11
3627,A,22.423423935127914,26,8,0.779,5,1,1,31.257,22
3628,C,5.231013796738884,35,113,0.992,2,0,0,38.184,5
3629,C,13.568142576229853,34,117,1.043,2,0,0,34.824,14
3630,B,9.262236638851267,56,32,1.493,4,0,0,36.559,9
3631,A,12.092362674967713,41,91,0.362,6,0,0,35.419,12
3632,A,15.671894746873544,60,108,0.799,5,1,1,33.977,16
3633,A,9.933642279742838,48,9,0.46,4,0,0,36.289,10
3634,B,6.024599583454474,34,2,0.731,6,1,0,37.864,6
3635,B,3.2998113020317685,51,54,1.163,1,0,0,38.962,3
3636,A,18.353756205193665,53,29,1.287,2,0,0,32.896,18
3637,C,6.556523136839661,54,19,1.195,1,0,0,37.65,7
3638,B,10.062407198099121,64,114,1.748,4,0,0,36.237,10
3639,B,4.617096302272108,55,90,1.577,2,0,0,38.431,5
3640,A,9.033555734231461,60,19,0.765,8,0,0,36.651,9
3641,A,16.484209509374317,23,6,1.136,3,0,0,33.65,16
3642,A,15.53343743714236,20,118,0.674,3,0,0,34.033,16
3643,B,13.792990964503028,29,4,0.572,5,1,1,34.734,14
3644,A,13.92417668883672,49,8,0.522,2,0,0,34.681,14
3645,C,10.366544807285026,52,11,1.648,0,0,0,36.114,10
3646,B,14.28519033533968,33,75,0.476,4,0,0,34.536,14
3647,B,19.53554148046065,45,54,0.919,5,1,1,32.42,20
3648,A,22.885219154737833,34,29,1.236,1,0,1,31.07,23
3649,B,18.196862418687378,26,59,1.572,6,1,0,32.959,18
3650,B,18.33963926714994,50,52,1.182,4,0,0,32.902,18
3651,B,1.9695428735103118,36,102,1.188,6,0,0,39.498,2
3652,C,5.192638803561738,50,57,0.772,3,0,0,38.199,5
3653,B,10.441810528837737,62,58,0.964,1,0,0,36.084,10
3654,C,9.775106643828561,18,96,1.257,6,1,0,36.353,10
3655,B,5.172834915219187,44,69,1.005,3,0,0,38.207,5
3656,B,15.518460765044825,27,10,0.753,7,1,1,34.039,16
3657,A,17.319452657782048,55,60,1.11,2,0,0,33.313,17
3658,A,15.558851439279588,60,99,0.998,3,0,0,34.022,16
3659,A,7.947974004051856,37,27,0.269,3,0,0,37.089,8
3660,C,11.380362691689971,43,10,0.933,1,0,0,35.706,11
3661,A,9.259581491626115,53,4,1.268,3,0,0,36.56,9
3662,A,16.081720094461485,60,52,1.365,2,0,0,33.812,16
3663,A,10.360756957358866,34,88,1.166,4,0,0,36.117,10
3664,B,18.18712358676723,51,9,1.073,3,1,1,32.963,18
3665,C,9.02468339990167,41,64,0.656,5,0,0,36.655,9
3666,A,13.579000106040294,57,5,1.255,5,0,0,34.82,14
3667,B,16.495182250863635,25,54,0.332,6,1,1,33.645,16
3668,A,21.71072318906429,51,51,1.321,4,0,0,31.544,22
3669,C,8.272983533456262,49,48,0.603,5,0,0,36.958,8
3670,B,18.74573368177413,39,68,1.077,2,0,0,32.738,19
3671,A,15.428424787695615,25,56,0.832,5,0,0,34.075,15
3672,A,20.276511968875887,53,114,0.918,1,1,1,32.122,20
3673,C,6.500173686643667,69,45,0.993,3,0,0,37.672,7
3674,A,24.360590857683505,62,24,1.097,1,0,1,30.476,24
3675,A,13.533860356515483,50,24,2.34,6,0,0,34.838,14
3676,A,18.904078595016657,41,81,1.015,4,1,1,32.675,19
3677,B,16.86642330381396,32,91,0.726,5,1,0,33.496,17
3678,B,15.710845575349074,55,58,1.544,3,1,1,33.961,16
3679,C,7.349706989533292,25,23,1.399,5,1,0,37.33,7
3680,A,19.664355968676496,37,49,1.82,3,1,0,32.368,20
3681,B,0.09713362714827767,46,88,0.776,2,0,0,40.252,0
3682,A,18.20895072125672,43,97,0.944,5,0,0,32.955,18
3683,C,10.051255310767841,34,95,1.154,3,0,1,36.241,10
3684,B,15.242747578200726,47,40,0.933,3,1,0,34.15,15
3685,A,15.455643251051251,28,68,0.945,1,0,1,34.064,15
3686,B,4.6907086165419205,61,59,1.159,5,1,0,38.401,5
3687,B,24.886993672540115,26,64,1.463,4,1,1,30.264,25
3688,C,9.810869944508395,31,8,0.701,1,0,0,36.338,10
3689,A,6.375622062378138,51,59,1.524,6,0,0,37.722,6
3690,B,11.019536686557855,23,46,0.72,6,0,0,35.851,11
3691,A,17.625470283638826,63,100,1.274,5,0,0,33.19,18
3692,B,16.126816504080626,47,25,1.019,2,1,1,33.794,16
3693,B,0.6091137423686348,42,68,1.098,4,0,0,40.046,1
3694,A,11.531691996790698,55,21,1.273,2,0,0,35.645,12
3695,B,9.494155129856964,35,31,2.026,3,0,0,36.466,9
3696,A,14.738799069766744,28,9,1.406,3,0,0,34.353,15
3697,B,13.646062063237274,31,34,0.536,4,0,0,34.793,14
3698,B,24.385154462186264,68,41,1.52,7,0,1,30.466,24
3699,B,9.676623763195852,44,42,0.611,3,0,1,36.392,10
3700,C,4.762570577625778,31,14,0.532,5,1,0,38.372,5
3701,A,20.697447639103036,22,44,1.618,5,1,1,31.952,21
3702,A,16.160764167553268,56,84,0.824,6,0,0,33.78,16
3703,B,12.69312818382029,45,16,0.432,4,0,0,35.177,13
3704,A,13.91272593880305,26,76,0.571,2,0,0,34.686,14
3705,A,20.13267921519791,58,15,1.237,5,0,0,32.18,20
3706,B,12.967513256789179,46,79,0.885,3,0,0,35.066,13
3707,C,16.759935327444346,50,19,0.84,4,0,0,33.538,17
3708,A,20.158501863482496,21,18,0.505,6,1,1,32.169,20
3709,A,8.945839871637475,45,61,1.582,3,0,0,36.687,9
3710,C,15.269107065443873,21,24,1.001,6,0,1,34.139,15
3711,C,13.362067009583354,18,106,0.839,4,0,0,34.907,13
3712,B,0.0,46,48,0.888,5,0,0,40.291,0
3713,B,13.753854845786414,40,64,1.306,2,0,0,34.75,14
3714,A,19.80088823444492,28,105,1.095,5,1,0,32.313,20
3715,B,8.744160010245373,67,43,0.991,6,0,0,36.768,9
3716,A,2.9428909245880135,20,108,1.086,2,0,0,39.105,3
3717,C,16.078888507922667,43,60,0.923,5,0,0,33.813,16
3718,A,7.737227913489084,24,18,0.975,3,1,0,37.174,8
3719,C,6.149722036240387,41,19,0.755,2,1,0,37.813,6
3720,A,16.114707579759106,63,95,0.991,4,0,1,33.798,16
3721,A,20.604742595410688,56,21,0.473,3,0,1,31.989,21
3722,C,8.785724317022645,35,100,1.062,5,0,0,36.751,9
3723,B,5.431041876850244,69,31,1.282,2,0,0,38.103,5
3724,B,9.013122407551732,63,99,1.48,4,1,0,36.66,9
3725,B,5.194381188535862,66,4,0.721,7,0,0,38.198,5
3726,A,23.041443473370165,63,89,0.821,3,0,1,31.008,23
3727,B,7.911581161231025,36,53,1.198,3,0,0,37.104,8
3728,B,19.0626440170699,31,90,1.179,5,1,1,32.611,19
3729,B,24.808821524963427,57,14,1.825,7,0,1,30.295,25
3730,B,0.017700072252013754,50,75,1.174,4,0,0,40.284,0
3731,B,22.409107271274166,50,14,1.389,3,0,1,31.262,22
3732,B,22.19230214341063,29,91,1.055,6,1,0,31.35,22
3733,B,30.0,35,107,0.797,4,0,0,28.204,30
3734,B,6.387090811695826,28,86,1.554,2,0,0,37.718,6
3735,A,25.057483944926105,31,68,1.171,1,0,0,30.195,25
3736,C,6.9733318313348835,59,53,0.235,1,0,0,37.482,7
3737,B,12.49345963604372,22,78,1.299,1,0,0,35.257,12
3738,A,16.254938633180636,20,18,1.122,3,0,0,33.742,16
3739,B,1.3546831925876148,36,66,0.671,3,0,0,39.745,1
3740,A,15.081349614559189,64,10,0.996,3,0,1,34.215,15
3741,B,13.232183734637703,31,75,1.376,6,0,1,34.96,13
3742,A,25.646975799968217,43,79,1.26,4,1,1,29.958,26
3743,B,15.71606771217553,67,88,0.2,4,0,1,33.959,16
3744,C,11.515703453940915,20,13,1.076,3,0,0,35.651,12
